,Territorio,NC_   -  0,NC_  0- 10,NC_ 10- 15,NC_ 15- 26,NC_ 26- 55,NC_ 55- 75,NC_ 75-120,NC_120-inf,Income_tot
6780,Soleto,0.0,1217.0,448.0,852.0,742.0,33.0,17.0,7.0,58388014.0
6781,Solferino,0.0,471.0,301.0,695.0,418.0,40.0,43.0,29.0,49408012.0
6782,Soliera,0.0,2417.0,1562.0,4375.0,2853.0,238.0,129.0,66.0,256690809.0
6783,Solignano,0.0,274.0,152.0,416.0,424.0,23.0,21.0,4.0,30296182.0
6784,Solofra,0.0,2732.0,1173.0,2017.0,787.0,53.0,39.0,13.0,104150565.0
6785,Solonghello,0.0,31.0,30.0,60.0,33.0,4.0,0.0,0.0,3112915.0
6786,Solopaca,0.0,943.0,366.0,511.0,395.0,25.0,16.0,0.0,35564879.0
6787,Solto Collina,0.0,352.0,180.0,403.0,269.0,23.0,19.0,17.0,27560046.0
6788,Solza,0.0,272.0,156.0,534.0,370.0,29.0,15.0,10.0,31462685.0
6789,Somaglia,0.0,569.0,338.0,1073.0,595.0,56.0,27.0,11.0,57225108.0
6790,Somano,0.0,62.0,43.0,86.0,25.0,0.0,0.0,0.0,3409286.0
6791,Somma Lombardo,0.0,2809.0,1675.0,4781.0,3122.0,256.0,142.0,65.0,278949375.0
6792,Somma Vesuviana,0.0,6901.0,2408.0,4650.0,2953.0,203.0,139.0,41.0,288627187.0
6793,Sommacampagna,0.0,2678.0,1451.0,3577.0,2433.0,196.0,138.0,80.0,228870551.0
6794,Sommariva Perno,0.0,472.0,282.0,687.0,532.0,58.0,36.0,6.0,46018253.0
6795,Sommariva del Bosco,0.0,1111.0,593.0,1579.0,979.0,67.0,55.0,21.0,91430064.0
6796,Sommatino,0.0,1880.0,581.0,871.0,511.0,23.0,16.0,5.0,53441392.0
6797,Sommo,0.0,171.0,96.0,313.0,225.0,26.0,15.0,5.0,19965589.0
6798,Sona,0.0,3260.0,1717.0,4168.0,3067.0,308.0,185.0,94.0,281274443.0
6799,Soncino,0.0,1282.0,812.0,1945.0,1180.0,105.0,97.0,53.0,124843877.0
6800,Sondalo,0.0,672.0,437.0,1276.0,672.0,23.0,30.0,10.0,61954855.0
6801,Sondrio,5.0,3601.0,1804.0,4970.0,4350.0,464.0,405.0,182.0,393779153.0
6802,Songavazzo,0.0,159.0,62.0,174.0,111.0,9.0,5.0,0.0,9881662.0
6803,Sonico,0.0,264.0,123.0,291.0,212.0,11.0,6.0,0.0,16764175.0
6804,Sonnino,0.0,1926.0,937.0,1289.0,632.0,18.0,10.0,0.0,69603589.0
6805,Sora,0.0,5718.0,2188.0,4466.0,3342.0,238.0,182.0,55.0,296284449.0
6806,Soraga di Fassa,0.0,179.0,99.0,184.0,133.0,11.0,6.0,0.0,11625463.0
6807,Soragna,0.0,719.0,434.0,1401.0,844.0,61.0,68.0,16.0,79038675.0
6808,Sorano,0.0,831.0,474.0,692.0,257.0,15.0,10.0,5.0,34748157.0
6809,Sorbo San Basile,0.0,205.0,79.0,149.0,37.0,0.0,0.0,0.0,6031343.0
6810,Sorbo Serpico,0.0,169.0,60.0,75.0,58.0,0.0,0.0,0.0,4898177.0
6811,Sorbolo Mezzani,0.0,1828.0,1124.0,3280.0,2651.0,230.0,139.0,56.0,220036177.0
6812,Sordevolo,0.0,236.0,126.0,323.0,223.0,22.0,14.0,13.0,21831005.0
6813,Sordio,0.0,486.0,265.0,841.0,723.0,49.0,14.0,12.0,55079626.0
6814,Soresina,0.0,1456.0,813.0,2247.0,1423.0,111.0,85.0,39.0,135102063.0
6815,Sorgono,0.0,379.0,166.0,297.0,193.0,8.0,10.0,0.0,17636378.0
6816,Sorgà,0.0,539.0,323.0,870.0,453.0,24.0,11.0,5.0,43090412.0
6817,Sori,0.0,787.0,377.0,843.0,788.0,98.0,73.0,38.0,77945861.0
6818,Sorianello,0.0,396.0,115.0,130.0,56.0,0.0,0.0,0.0,7994937.0
6819,Soriano Calabro,0.0,684.0,206.0,283.0,153.0,8.0,8.0,0.0,18000526.0
6820,Soriano nel Cimino,0.0,1934.0,890.0,1407.0,967.0,46.0,56.0,21.0,93629519.0
6821,Sorico,0.0,313.0,129.0,289.0,126.0,12.0,6.0,0.0,14309214.0
6822,Soriso,0.0,117.0,61.0,216.0,108.0,12.0,10.0,10.0,13004197.0
6823,Sorisole,0.0,1488.0,847.0,2248.0,1582.0,144.0,89.0,46.0,143735733.0
6824,Sormano,0.0,110.0,75.0,172.0,99.0,7.0,8.0,0.0,9619505.0
6825,Sorradile,0.0,121.0,51.0,72.0,21.0,0.0,0.0,0.0,3407161.0
6826,Sorrento,0.0,3992.0,1671.0,2051.0,1892.0,306.0,240.0,119.0,218366834.0
6827,Sorso,0.0,3344.0,1353.0,2862.0,1260.0,71.0,44.0,9.0,141286504.0
6828,Sortino,0.0,1985.0,889.0,1568.0,891.0,42.0,25.0,7.0,87416914.0
6829,Sospiro,0.0,585.0,295.0,898.0,488.0,26.0,15.0,5.0,44588665.0
6830,Sospirolo,0.0,535.0,266.0,1042.0,507.0,32.0,23.0,7.0,49489774.0
6831,Sossano,0.0,786.0,431.0,1116.0,638.0,40.0,29.0,17.0,62041739.0
6832,Sostegno,0.0,138.0,62.0,210.0,137.0,13.0,11.0,7.0,13216417.0
6833,Sotto il Monte Giovanni XXIII,0.0,660.0,319.0,1106.0,851.0,79.0,53.0,25.0,74230006.0
6834,Sover,0.0,149.0,83.0,248.0,121.0,7.0,0.0,0.0,11031108.0
6835,Soverato,0.0,1981.0,626.0,1288.0,1464.0,172.0,130.0,42.0,125327276.0
6836,Sovere,0.0,940.0,493.0,1378.0,793.0,53.0,39.0,18.0,76074424.0
6837,Soveria Mannelli,0.0,684.0,265.0,523.0,339.0,8.0,16.0,0.0,29977494.0
6838,Soveria Simeri,0.0,397.0,172.0,221.0,106.0,10.0,0.0,0.0,12602177.0
6839,Soverzene,0.0,46.0,32.0,132.0,85.0,6.0,5.0,0.0,6978348.0
6840,Sovicille,0.0,1637.0,930.0,2328.0,1987.0,167.0,104.0,52.0,165154453.0
6841,Sovico,0.0,1180.0,643.0,2097.0,1731.0,178.0,107.0,53.0,147446811.0
6842,Sovizzo,0.0,1057.0,586.0,1721.0,1565.0,163.0,113.0,70.0,138432816.0
6843,Sovramonte,0.0,315.0,148.0,404.0,188.0,11.0,4.0,0.0,18516003.0
6844,Sozzago,0.0,193.0,87.0,272.0,190.0,24.0,12.0,4.0,17588746.0
6845,Spadafora,0.0,1119.0,411.0,737.0,528.0,45.0,14.0,4.0,48345578.0
6846,Spadola,0.0,242.0,74.0,131.0,71.0,0.0,4.0,0.0,7374036.0
6847,Sparanise,0.0,1711.0,667.0,979.0,925.0,49.0,25.0,10.0,75141717.0
6848,Sparone,0.0,178.0,92.0,292.0,151.0,4.0,0.0,0.0,13255311.0
6849,Specchia,0.0,1379.0,556.0,711.0,342.0,18.0,14.0,10.0,43005658.0
6850,Spello,0.0,1576.0,824.0,2246.0,1237.0,101.0,47.0,26.0,122741543.0
6851,Sperlinga,0.0,243.0,98.0,96.0,39.0,0.0,0.0,0.0,5620392.0
6852,Sperlonga,0.0,941.0,353.0,439.0,341.0,36.0,35.0,16.0,38165527.0
6853,Sperone,0.0,769.0,320.0,547.0,416.0,21.0,8.0,8.0,35943389.0
6854,Spessa,0.0,80.0,61.0,152.0,73.0,10.0,0.0,0.0,7411213.0
6855,Spezzano Albanese,0.0,2077.0,755.0,768.0,390.0,18.0,18.0,7.0,51227869.0
6856,Spezzano della Sila,0.0,1182.0,403.0,648.0,478.0,21.0,16.0,4.0,43394990.0
6857,Spiazzo,0.0,265.0,156.0,293.0,216.0,20.0,20.0,11.0,21665456.0
6858,Spigno Monferrato,0.0,218.0,122.0,213.0,136.0,11.0,0.0,0.0,12100047.0
6859,Spigno Saturnia,0.0,744.0,254.0,452.0,312.0,21.0,15.0,0.0,28821898.0
6860,Spilamberto,0.0,1842.0,1176.0,3442.0,2486.0,214.0,137.0,54.0,215247847.0
6861,Spilimbergo,0.0,2244.0,1186.0,3137.0,2151.0,206.0,135.0,54.0,200278180.0
6862,Spilinga,0.0,520.0,135.0,181.0,100.0,8.0,0.0,0.0,11710710.0
6863,Spinadesco,0.0,247.0,131.0,426.0,297.0,20.0,8.0,0.0,23805480.0
6864,Spinazzola,0.0,1419.0,612.0,1089.0,630.0,45.0,23.0,9.0,63869403.0
6865,Spinea,0.0,4622.0,2725.0,6660.0,5680.0,396.0,260.0,93.0,451844859.0
6866,Spineda,0.0,103.0,89.0,174.0,85.0,0.0,0.0,0.0,8166114.0
6867,Spinete,0.0,392.0,178.0,232.0,71.0,6.0,4.0,0.0,11772889.0
6868,Spineto Scrivia,0.0,52.0,38.0,87.0,70.0,6.0,4.0,0.0,5741058.0
6869,Spinetoli,0.0,1615.0,769.0,1714.0,851.0,48.0,35.0,16.0,89804897.0
6870,Spino d'Adda,0.0,1029.0,569.0,1745.0,1212.0,114.0,71.0,33.0,109648448.0
6871,Spinone al Lago,0.0,161.0,92.0,226.0,164.0,14.0,7.0,4.0,14430076.0
6872,Spinoso,0.0,340.0,170.0,242.0,153.0,7.0,0.0,0.0,13989612.0
6873,Spirano,0.0,825.0,486.0,1528.0,913.0,63.0,38.0,13.0,81454711.0
6874,Spoleto,0.0,7560.0,3904.0,8338.0,5678.0,412.0,299.0,82.0,518331958.0
6875,Spoltore,0.0,4107.0,1788.0,3587.0,2385.0,200.0,129.0,40.0,226480617.0
6876,Spongano,0.0,975.0,358.0,613.0,418.0,17.0,6.0,0.0,36578540.0
6877,Spormaggiore,0.0,312.0,137.0,306.0,226.0,20.0,7.0,6.0,19943590.0
6878,Sporminore,0.0,237.0,83.0,172.0,113.0,7.0,5.0,0.0,10048368.0
6879,Spotorno,0.0,789.0,401.0,736.0,653.0,90.0,52.0,25.0,61467418.0
6880,Spresiano,0.0,2165.0,1109.0,3179.0,1948.0,160.0,87.0,48.0,182600628.0
6881,Spriana,0.0,18.0,11.0,25.0,12.0,0.0,0.0,0.0,1157621.0
6882,Squillace,0.0,852.0,264.0,527.0,373.0,40.0,18.0,0.0,34366191.0
6883,Squinzano,0.0,3507.0,1399.0,2227.0,1213.0,79.0,77.0,20.0,134028646.0
6884,Staffolo,0.0,468.0,260.0,586.0,264.0,18.0,14.0,6.0,29266516.0
6885,Stagno Lombardo,0.0,220.0,142.0,411.0,263.0,20.0,11.0,6.0,23284124.0
6886,Staiti,0.0,63.0,39.0,47.0,7.0,0.0,0.0,0.0,1878676.0
6887,Stalettì,0.0,647.0,210.0,322.0,233.0,23.0,19.0,8.0,24529776.0
6888,Stanghella,0.0,780.0,459.0,1180.0,578.0,36.0,19.0,11.0,58632664.0
6889,Staranzano,0.0,1052.0,653.0,1790.0,1566.0,117.0,60.0,25.0,120810391.0
6890,Statte,0.0,2426.0,1002.0,2305.0,1552.0,59.0,27.0,13.0,129780939.0
6891,Stazzano,0.0,364.0,236.0,619.0,457.0,40.0,15.0,0.0,37126829.0
6892,Stazzema,0.0,730.0,330.0,676.0,282.0,10.0,10.0,0.0,31863742.0
6893,Stazzona,0.0,137.0,64.0,160.0,60.0,0.0,0.0,0.0,6622239.0
6894,Stefanaconi,0.0,690.0,182.0,295.0,257.0,13.0,10.0,0.0,21848851.0
6895,Stella,0.0,586.0,264.0,684.0,527.0,43.0,33.0,10.0,45391207.0
6896,Stella Cilento,0.0,215.0,97.0,102.0,49.0,0.0,4.0,0.0,6230222.0
6897,Stellanello,0.0,206.0,121.0,152.0,76.0,0.0,6.0,0.0,8571611.0
6898,Stelvio/Stilfs,0.0,301.0,155.0,330.0,192.0,15.0,12.0,9.0,20040821.0
6899,Stenico,0.0,236.0,140.0,326.0,181.0,18.0,13.0,7.0,20543818.0
6900,Sternatia,0.0,482.0,192.0,406.0,404.0,9.0,15.0,6.0,30125783.0
6901,Stezzano,0.0,2005.0,1125.0,3239.0,2608.0,257.0,150.0,68.0,222531777.0
6902,Stienta,0.0,531.0,393.0,942.0,454.0,40.0,22.0,7.0,47766675.0
6903,Stigliano,0.0,965.0,542.0,748.0,417.0,20.0,12.0,5.0,43777589.0
6904,Stignano,0.0,390.0,154.0,127.0,69.0,0.0,0.0,0.0,8469942.0
6905,Stilo,0.0,837.0,251.0,350.0,121.0,0.0,0.0,0.0,18607171.0
6906,Stimigliano,0.0,460.0,226.0,373.0,248.0,18.0,6.0,0.0,22625658.0
6907,Stintino,0.0,442.0,168.0,222.0,207.0,33.0,12.0,8.0,20618412.0
6908,Stio,0.0,234.0,96.0,95.0,61.0,4.0,5.0,0.0,6788666.0
6909,Stornara,0.0,2110.0,942.0,657.0,197.0,9.0,8.0,0.0,42289996.0
6910,Stornarella,0.0,1718.0,838.0,759.0,306.0,18.0,13.0,0.0,45912276.0
6911,Storo,0.0,862.0,455.0,1221.0,756.0,45.0,41.0,18.0,70707708.0
6912,Stra,0.0,1335.0,737.0,1806.0,1191.0,134.0,102.0,62.0,126646081.0
6913,Stradella,0.0,1955.0,1081.0,3008.0,2043.0,198.0,182.0,76.0,199508926.0
6914,Strambinello,0.0,49.0,28.0,69.0,39.0,0.0,6.0,0.0,3842924.0
6915,Strambino,0.0,915.0,530.0,1833.0,1132.0,95.0,70.0,29.0,104092202.0
6916,Strangolagalli,0.0,544.0,279.0,428.0,171.0,5.0,5.0,0.0,21039769.0
6917,Stregna,0.0,88.0,39.0,87.0,33.0,0.0,0.0,0.0,3637135.0
6918,Strembo,0.0,113.0,71.0,139.0,114.0,13.0,8.0,5.0,10912474.0
6919,Stresa,0.0,1180.0,543.0,865.0,674.0,100.0,82.0,55.0,79141117.0
6920,Strevi,0.0,422.0,202.0,421.0,259.0,19.0,17.0,6.0,25463190.0
6921,Striano,0.0,2260.0,755.0,1199.0,498.0,23.0,12.0,5.0,64999531.0
6922,Strona,0.0,132.0,103.0,345.0,158.0,17.0,7.0,0.0,15542588.0
6923,Stroncone,0.0,868.0,429.0,1038.0,793.0,34.0,31.0,8.0,63447954.0
6924,Strongoli,0.0,1602.0,480.0,657.0,409.0,20.0,14.0,0.0,43252609.0
6925,Stroppiana,0.0,202.0,108.0,305.0,220.0,13.0,8.0,0.0,17545591.0
6926,Stroppo,0.0,24.0,19.0,18.0,11.0,0.0,0.0,0.0,1071579.0
6927,Strozza,0.0,190.0,100.0,315.0,161.0,8.0,0.0,0.0,14435756.0
6928,Sturno,0.0,755.0,273.0,492.0,295.0,17.0,19.0,7.0,30291967.0
6929,Suardi,0.0,110.0,82.0,155.0,93.0,0.0,4.0,0.0,8103488.0
6930,Subbiano,0.0,1137.0,652.0,1760.0,889.0,59.0,37.0,23.0,91822457.0
6931,Subiaco,0.0,1671.0,779.0,1706.0,1428.0,61.0,48.0,8.0,109826637.0
6932,Succivo,0.0,1810.0,656.0,1168.0,779.0,30.0,22.0,10.0,71953892.0
6933,Sueglio,0.0,25.0,12.0,47.0,18.0,0.0,0.0,0.0,1827141.0
6934,Suelli,0.0,273.0,106.0,194.0,90.0,0.0,0.0,0.0,9604123.0
6935,Suello,0.0,241.0,121.0,454.0,383.0,45.0,20.0,10.0,31863236.0
6936,Suisio,0.0,594.0,331.0,1020.0,662.0,35.0,27.0,6.0,55814729.0
6937,Sulbiate,0.0,670.0,311.0,1083.0,966.0,96.0,44.0,21.0,76992368.0
6938,Sulmona,0.0,5033.0,1973.0,4472.0,4086.0,276.0,219.0,57.0,324781220.0
6939,Sulzano,0.0,359.0,163.0,422.0,335.0,55.0,28.0,17.0,34184945.0
6940,Sumirago,0.0,852.0,506.0,1531.0,1140.0,132.0,88.0,59.0,109697416.0
6941,Summonte,0.0,394.0,114.0,246.0,172.0,13.0,11.0,4.0,16282277.0
6942,Suni,0.0,261.0,114.0,127.0,119.0,9.0,7.0,0.0,10432249.0
6943,Suno,0.0,412.0,263.0,822.0,471.0,41.0,30.0,11.0,47776233.0
6944,Supersano,0.0,1213.0,580.0,647.0,203.0,12.0,9.0,5.0,34936687.0
6945,Supino,0.0,1047.0,405.0,889.0,570.0,30.0,24.0,9.0,52264178.0
6946,Surano,0.0,475.0,211.0,273.0,153.0,9.0,4.0,0.0,16423604.0
6947,Surbo,0.0,3454.0,1629.0,2366.0,1331.0,61.0,34.0,11.0,138273311.0
6948,Susa,0.0,1083.0,574.0,1444.0,1048.0,59.0,52.0,17.0,89386612.0
6949,Susegana,0.0,1940.0,986.0,3351.0,1859.0,151.0,118.0,55.0,185134713.0
6950,Sustinente,0.0,340.0,223.0,574.0,311.0,21.0,14.0,0.0,29127617.0
6951,Sutera,0.0,428.0,131.0,187.0,116.0,10.0,4.0,0.0,11608673.0
6952,Sutri,0.0,1501.0,597.0,1007.0,895.0,94.0,74.0,29.0,85000311.0
6953,Sutrio,0.0,262.0,135.0,364.0,177.0,7.0,4.0,0.0,16993049.0
6954,Suvereto,0.0,788.0,341.0,711.0,359.0,30.0,10.0,6.0,38395094.0
6955,Suzzara,0.0,3032.0,1712.0,5780.0,3322.0,280.0,150.0,88.0,316934053.0
6956,Taceno,0.0,103.0,46.0,150.0,93.0,5.0,0.0,0.0,7447936.0
6957,Tadasuni,0.0,45.0,16.0,29.0,11.0,0.0,0.0,0.0,1324285.0
6958,Taggia,0.0,3228.0,1640.0,2915.0,1694.0,127.0,97.0,46.0,178971443.0
6959,Tagliacozzo,0.0,1563.0,586.0,1059.0,952.0,58.0,47.0,17.0,80368157.0
6960,Taglio di Po,0.0,1814.0,1039.0,2134.0,898.0,38.0,28.0,21.0,103585503.0
6961,Tagliolo Monferrato,0.0,332.0,145.0,348.0,278.0,32.0,23.0,6.0,25392191.0
6962,Taibon Agordino,0.0,246.0,167.0,544.0,354.0,26.0,10.0,10.0,31208354.0
6963,Taino,0.0,629.0,278.0,839.0,623.0,66.0,62.0,31.0,61153342.0
6964,Taipana,0.0,171.0,79.0,155.0,83.0,0.0,0.0,0.0,7524595.0
6965,Talamello,0.0,217.0,108.0,280.0,157.0,6.0,0.0,0.0,13807940.0
6966,Talamona,0.0,928.0,442.0,1202.0,746.0,50.0,13.0,14.0,65890436.0
6967,Talana,0.0,248.0,122.0,183.0,50.0,0.0,0.0,0.0,7945080.0
6968,Taleggio,0.0,145.0,62.0,144.0,71.0,7.0,7.0,0.0,7804628.0
6969,Talla,0.0,188.0,116.0,286.0,139.0,8.0,11.0,0.0,14214649.0
6970,Talmassons,0.0,810.0,406.0,1087.0,564.0,33.0,24.0,8.0,55660216.0
6971,Tambre,0.0,291.0,150.0,411.0,183.0,12.0,4.0,4.0,19283610.0
6972,Taormina,0.0,2872.0,1138.0,1434.0,1134.0,134.0,104.0,34.0,122420610.0
6973,Tarano,0.0,348.0,152.0,240.0,135.0,5.0,5.0,0.0,13723933.0
6974,Taranta Peligna,0.0,102.0,45.0,73.0,43.0,5.0,0.0,0.0,4299245.0
6975,Tarantasca,0.0,430.0,224.0,544.0,290.0,28.0,15.0,0.0,28768914.0
6976,Taranto,17.0,35521.0,13819.0,31667.0,28640.0,1924.0,1585.0,566.0,2323827304.0
6977,Tarcento,0.0,1656.0,963.0,2322.0,1697.0,133.0,81.0,31.0,150390368.0
6978,Tarquinia,0.0,4005.0,1655.0,2758.0,2523.0,234.0,151.0,66.0,223696792.0
6979,Tarsia,0.0,616.0,191.0,225.0,98.0,9.0,5.0,0.0,14008778.0
6980,Tartano,0.0,60.0,33.0,51.0,23.0,0.0,0.0,0.0,2482048.0
6981,Tarvisio,0.0,912.0,519.0,991.0,826.0,48.0,56.0,20.0,71732514.0
6982,Tarzo,0.0,944.0,465.0,1167.0,603.0,36.0,24.0,7.0,60406606.0
6983,Tassarolo,0.0,96.0,53.0,146.0,123.0,14.0,11.0,0.0,10360470.0
6984,Taurano,0.0,488.0,168.0,199.0,117.0,5.0,7.0,0.0,13335171.0
6985,Taurasi,0.0,625.0,200.0,330.0,248.0,13.0,11.0,0.0,21963813.0
6986,Taurianova,0.0,4905.0,1335.0,1916.0,993.0,65.0,62.0,16.0,124194015.0
6987,Taurisano,0.0,3388.0,1283.0,1629.0,565.0,37.0,30.0,9.0,88388669.0
6988,Tavagnacco,0.0,2299.0,1305.0,3637.0,3139.0,322.0,257.0,73.0,267296713.0
6989,Tavagnasco,0.0,150.0,64.0,208.0,111.0,9.0,4.0,0.0,10653175.0
6990,Tavazzano con Villavesco,0.0,897.0,457.0,1574.0,1148.0,72.0,42.0,15.0,92264960.0
6991,Tavenna,0.0,231.0,103.0,74.0,39.0,0.0,0.0,0.0,5334940.0
6992,Taverna,0.0,595.0,210.0,372.0,209.0,18.0,8.0,0.0,21607263.0
6993,Tavernerio,0.0,926.0,426.0,1448.0,974.0,96.0,79.0,39.0,93178538.0
6994,Tavernola Bergamasca,0.0,344.0,166.0,590.0,388.0,35.0,17.0,9.0,34350446.0
6995,Tavernole sul Mella,0.0,218.0,124.0,285.0,235.0,9.0,15.0,7.0,19461410.0
6996,Taviano,0.0,3348.0,1478.0,1556.0,894.0,58.0,53.0,15.0,106352753.0
6997,Tavigliano,0.0,143.0,109.0,287.0,158.0,12.0,10.0,0.0,14776205.0
6998,Tavoleto,0.0,187.0,121.0,225.0,68.0,5.0,0.0,0.0,9587853.0
6999,Tavullia,0.0,1522.0,766.0,2170.0,880.0,72.0,37.0,22.0,111276928.0
7000,Teana,0.0,143.0,94.0,89.0,36.0,0.0,0.0,0.0,4747969.0
7001,Teano,0.0,3112.0,1045.0,1502.0,1216.0,66.0,22.0,11.0,106752813.0
7002,Teggiano,0.0,2272.0,879.0,913.0,540.0,36.0,26.0,16.0,65481466.0
7003,Teglio,0.0,1070.0,462.0,1112.0,601.0,48.0,34.0,15.0,62500281.0
7004,Teglio Veneto,0.0,411.0,242.0,590.0,401.0,37.0,15.0,0.0,34255863.0
7005,Telese Terme,0.0,1684.0,547.0,1001.0,1057.0,91.0,68.0,20.0,87069752.0
7006,Telgate,0.0,850.0,434.0,1332.0,605.0,50.0,33.0,15.0,66912323.0
7007,Telti,0.0,530.0,275.0,451.0,207.0,7.0,7.0,0.0,22871474.0
7008,Telve,0.0,413.0,206.0,525.0,334.0,27.0,16.0,7.0,30738444.0
7009,Telve di Sopra,0.0,105.0,66.0,181.0,109.0,0.0,4.0,0.0,8998872.0
7010,Tempio Pausania,0.0,3381.0,1307.0,2553.0,1506.0,118.0,102.0,21.0,152656384.0
7011,Temù,0.0,283.0,139.0,229.0,167.0,14.0,9.0,0.0,15176324.0
7012,Tenna,0.0,183.0,84.0,267.0,212.0,30.0,19.0,11.0,20370265.0
7013,Tenno,0.0,349.0,201.0,455.0,405.0,27.0,22.0,10.0,36411594.0
7014,Teolo,0.0,1538.0,827.0,2209.0,1508.0,178.0,118.0,78.0,153746524.0
7015,Teora,0.0,600.0,120.0,199.0,112.0,9.0,0.0,0.0,12312292.0
7016,Teramo,0.0,10410.0,4640.0,11259.0,8755.0,769.0,550.0,241.0,774747576.0
7017,Terdobbiate,0.0,74.0,35.0,125.0,78.0,8.0,0.0,6.0,7740074.0
7018,Terelle,0.0,171.0,40.0,56.0,21.0,0.0,0.0,0.0,2864284.0
7019,Terento/Terenten,0.0,266.0,173.0,390.0,477.0,25.0,14.0,18.0,34071277.0
7020,Terenzo,0.0,218.0,145.0,286.0,238.0,22.0,12.0,9.0,21219008.0
7021,Tergu,0.0,161.0,78.0,123.0,38.0,0.0,0.0,0.0,5418968.0
7022,Terlano/Terlan,0.0,1061.0,408.0,950.0,1178.0,158.0,113.0,66.0,103695873.0
7023,Terlizzi,0.0,6525.0,2638.0,4185.0,2863.0,177.0,117.0,39.0,270008801.0
7024,Terme Vigliatore,0.0,2016.0,931.0,1061.0,514.0,27.0,36.0,10.0,66059527.0
7025,Termeno sulla strada del vino/Tramin an der Weinstraße,0.0,977.0,402.0,688.0,690.0,73.0,45.0,28.0,62234563.0
7026,Termini Imerese,0.0,5212.0,1964.0,3635.0,2694.0,195.0,133.0,40.0,244687588.0
7027,Termoli,4.0,7219.0,2531.0,6067.0,5012.0,363.0,314.0,79.0,421526735.0
7028,Ternate,0.0,337.0,193.0,739.0,515.0,35.0,18.0,17.0,43383089.0
7029,Ternengo,0.0,41.0,26.0,90.0,41.0,0.0,0.0,0.0,3798928.0
7030,Terni,17.0,20296.0,9325.0,22447.0,19111.0,1532.0,1246.0,365.0,1601855263.0
7031,Terno d'Isola,0.0,1114.0,657.0,2117.0,1345.0,87.0,55.0,19.0,116532739.0
7032,Terracina,0.0,12134.0,5112.0,6555.0,5070.0,411.0,322.0,120.0,503716683.0
7033,Terragnolo,0.0,157.0,68.0,208.0,123.0,0.0,0.0,0.0,9965436.0
7034,Terralba,0.0,2437.0,980.0,1815.0,866.0,41.0,24.0,9.0,96560988.0
7035,Terranova Sappo Minulio,0.0,172.0,46.0,56.0,29.0,0.0,0.0,0.0,3504047.0
7036,Terranova da Sibari,0.0,1698.0,537.0,480.0,219.0,14.0,9.0,0.0,34138209.0
7037,Terranova dei Passerini,0.0,121.0,74.0,253.0,176.0,15.0,8.0,0.0,14497644.0
7038,Terranova di Pollino,0.0,325.0,211.0,203.0,77.0,0.0,4.0,0.0,11304137.0
7039,Terranuova Bracciolini,0.0,1930.0,1253.0,3448.0,1938.0,147.0,113.0,52.0,190533445.0
7040,Terrasini,0.0,2854.0,1041.0,1440.0,1012.0,79.0,71.0,18.0,104347831.0
7041,Terrassa Padovana,0.0,476.0,261.0,738.0,385.0,21.0,8.0,0.0,35511999.0
7042,Terravecchia,0.0,235.0,67.0,81.0,25.0,0.0,0.0,0.0,4263187.0
7043,Terrazzo,0.0,453.0,306.0,526.0,240.0,18.0,10.0,6.0,27402955.0
7044,Terre Roveresche,0.0,1141.0,661.0,1475.0,593.0,35.0,26.0,7.0,68807248.0
7045,Terre d'Adige,0.0,634.0,279.0,784.0,535.0,34.0,16.0,6.0,44972072.0
7046,Terre del Reno,0.0,1508.0,975.0,2987.0,1741.0,115.0,81.0,21.0,157524309.0
7047,Terricciola,0.0,908.0,483.0,1182.0,539.0,38.0,24.0,10.0,58773248.0
7048,Terruggia,0.0,143.0,62.0,188.0,184.0,24.0,29.0,19.0,19564728.0
7049,Tertenia,0.0,1005.0,440.0,570.0,282.0,8.0,7.0,0.0,32573462.0
7050,Terzigno,0.0,4209.0,1209.0,1725.0,902.0,58.0,40.0,27.0,114703642.0
7051,Terzo,0.0,171.0,101.0,185.0,174.0,12.0,6.0,0.0,13045036.0
7052,Terzo d'Aquileia,0.0,476.0,280.0,729.0,460.0,41.0,14.0,0.0,40343279.0
7053,Terzolas,0.0,130.0,63.0,153.0,141.0,9.0,0.0,4.0,10731597.0
7054,Terzorio,0.0,70.0,33.0,55.0,19.0,0.0,0.0,0.0,2524423.0
7055,Tesero,0.0,582.0,293.0,758.0,551.0,42.0,35.0,11.0,48483478.0
7056,Tesimo/Tisens,0.0,571.0,224.0,386.0,395.0,31.0,27.0,12.0,33322901.0
7057,Tessennano,0.0,97.0,35.0,64.0,33.0,0.0,0.0,0.0,3204386.0
7058,Testico,0.0,47.0,27.0,27.0,17.0,0.0,0.0,0.0,1705034.0
7059,Teti,0.0,154.0,54.0,148.0,61.0,0.0,0.0,0.0,6502485.0
7060,Teulada,0.0,1020.0,376.0,631.0,357.0,14.0,10.0,0.0,36144026.0
7061,Teverola,0.0,2954.0,1085.0,1719.0,1287.0,51.0,42.0,10.0,114548209.0
7062,Tezze sul Brenta,0.0,2057.0,1187.0,3497.0,1886.0,148.0,86.0,42.0,185248127.0
7063,Thiene,7.0,3963.0,2103.0,6300.0,4008.0,447.0,289.0,178.0,407285822.0
7064,Thiesi,0.0,600.0,251.0,603.0,386.0,19.0,13.0,5.0,34296528.0
7065,Tiana,0.0,119.0,55.0,101.0,43.0,0.0,0.0,0.0,4666849.0
