,Territorio,NC_   -  0,NC_  0- 10,NC_ 10- 15,NC_ 15- 26,NC_ 26- 55,NC_ 55- 75,NC_ 75-120,NC_120-inf,Income_tot
290,Aramengo,0.0,109.0,70.0,122.0,77.0,8.0,5.0,0.0,7358200.0
291,Arba,0.0,289.0,134.0,357.0,195.0,9.0,0.0,4.0,17801401.0
292,Arborea,0.0,849.0,460.0,698.0,417.0,32.0,21.0,8.0,42491721.0
293,Arborio,0.0,174.0,95.0,233.0,118.0,10.0,9.0,0.0,12115559.0
294,Arbus,0.0,1463.0,586.0,1087.0,564.0,12.0,12.0,6.0,57354729.0
295,Arcade,0.0,661.0,377.0,1243.0,778.0,41.0,25.0,18.0,67687824.0
296,Arce,0.0,1061.0,400.0,1112.0,829.0,32.0,32.0,8.0,66613919.0
297,Arcene,0.0,773.0,418.0,1357.0,798.0,68.0,37.0,11.0,73671475.0
298,Arcevia,0.0,1023.0,612.0,1245.0,465.0,49.0,19.0,10.0,60241059.0
299,Archi,0.0,539.0,264.0,491.0,185.0,10.0,4.0,0.0,22765279.0
300,Arcidosso,0.0,893.0,514.0,1094.0,528.0,31.0,32.0,6.0,56143894.0
301,Arcinazzo Romano,0.0,282.0,114.0,254.0,178.0,15.0,8.0,5.0,16454088.0
302,Arcisate,0.0,1843.0,734.0,1914.0,1250.0,111.0,59.0,24.0,115292969.0
303,Arco,4.0,3380.0,1788.0,4293.0,3292.0,287.0,225.0,100.0,298156328.0
304,Arcola,0.0,1914.0,982.0,2415.0,1762.0,104.0,84.0,21.0,148717670.0
305,Arcole,0.0,1237.0,621.0,1667.0,902.0,53.0,59.0,29.0,92920594.0
306,Arconate,0.0,904.0,527.0,1802.0,1358.0,117.0,80.0,15.0,112605848.0
307,Arcore,0.0,2646.0,1365.0,4241.0,3853.0,493.0,312.0,146.0,347011042.0
308,Arcugnano,0.0,1214.0,706.0,1890.0,1483.0,141.0,122.0,82.0,142532256.0
309,Ardara,0.0,189.0,103.0,140.0,48.0,0.0,0.0,0.0,6577550.0
310,Ardauli,0.0,223.0,89.0,158.0,89.0,0.0,0.0,0.0,8210831.0
311,Ardea,8.0,9559.0,4251.0,8269.0,6250.0,420.0,232.0,66.0,541413900.0
312,Ardenno,0.0,596.0,332.0,820.0,563.0,27.0,20.0,11.0,48044263.0
313,Ardesio,0.0,678.0,345.0,899.0,488.0,27.0,7.0,4.0,44992710.0
314,Ardore,0.0,1655.0,470.0,605.0,381.0,30.0,19.0,6.0,44222869.0
315,Arena,0.0,438.0,158.0,229.0,102.0,7.0,0.0,0.0,12365454.0
316,Arena Po,0.0,297.0,164.0,417.0,225.0,21.0,14.0,8.0,23394885.0
317,Arenzano,0.0,1919.0,791.0,2234.0,2692.0,382.0,311.0,128.0,243649351.0
318,Arese,4.0,2750.0,1235.0,3527.0,4432.0,930.0,796.0,454.0,499603947.0
319,Arezzo,7.0,17474.0,9686.0,24181.0,15835.0,1661.0,1242.0,600.0,1592095330.0
320,Argegno,0.0,163.0,85.0,115.0,108.0,7.0,7.0,6.0,10460999.0
321,Argelato,0.0,1397.0,860.0,2586.0,2251.0,175.0,111.0,45.0,177708318.0
322,Argenta,0.0,3550.0,2471.0,6650.0,3315.0,190.0,143.0,42.0,326925596.0
323,Argentera,0.0,20.0,13.0,18.0,11.0,0.0,0.0,0.0,1030735.0
324,Arguello,0.0,44.0,21.0,44.0,37.0,0.0,0.0,0.0,2605925.0
325,Argusto,0.0,150.0,48.0,67.0,26.0,0.0,0.0,0.0,3485888.0
326,Ari,0.0,345.0,145.0,189.0,91.0,7.0,0.0,0.0,10676868.0
327,Ariano Irpino,0.0,5686.0,2259.0,3433.0,1991.0,155.0,115.0,31.0,215974196.0
328,Ariano nel Polesine,0.0,897.0,519.0,1161.0,473.0,20.0,19.0,8.0,54058783.0
329,Ariccia,0.0,3555.0,1524.0,3223.0,2779.0,292.0,267.0,97.0,259128246.0
330,Arielli,0.0,332.0,145.0,191.0,92.0,9.0,4.0,0.0,11340765.0
331,Arienzo,0.0,1373.0,503.0,686.0,399.0,19.0,17.0,0.0,42810019.0
332,Arignano,0.0,163.0,113.0,236.0,204.0,27.0,7.0,8.0,17877433.0
333,Aritzo,0.0,348.0,107.0,251.0,109.0,0.0,0.0,0.0,11567774.0
334,Arizzano,0.0,352.0,158.0,433.0,333.0,35.0,43.0,15.0,32905201.0
335,Arlena di Castro,0.0,216.0,128.0,181.0,64.0,4.0,4.0,0.0,9114332.0
336,Arluno,0.0,1695.0,941.0,2979.0,2638.0,243.0,146.0,57.0,212673285.0
337,Armeno,0.0,434.0,250.0,574.0,279.0,30.0,17.0,16.0,32635758.0
338,Armento,0.0,168.0,80.0,94.0,39.0,0.0,0.0,0.0,4855501.0
339,Armo,0.0,27.0,11.0,25.0,12.0,0.0,0.0,0.0,1082011.0
340,Armungia,0.0,138.0,67.0,92.0,25.0,0.0,0.0,0.0,4166396.0
341,Arnad,0.0,247.0,128.0,362.0,222.0,16.0,7.0,4.0,19753547.0
342,Arnara,0.0,507.0,254.0,446.0,240.0,6.0,0.0,0.0,22851857.0
343,Arnasco,0.0,137.0,67.0,138.0,60.0,4.0,0.0,5.0,7441702.0
344,Arnesano,0.0,973.0,414.0,599.0,387.0,27.0,23.0,11.0,41459706.0
345,Arola,0.0,53.0,32.0,63.0,29.0,0.0,0.0,0.0,2872185.0
346,Arona,0.0,2484.0,1163.0,3197.0,2453.0,312.0,257.0,178.0,264338993.0
347,Arosio,0.0,842.0,475.0,1331.0,896.0,78.0,55.0,22.0,81568273.0
348,Arpaia,0.0,462.0,190.0,231.0,174.0,7.0,5.0,0.0,15736850.0
349,Arpaise,0.0,177.0,69.0,129.0,104.0,8.0,0.0,0.0,8267212.0
350,Arpino,0.0,1592.0,557.0,1451.0,1036.0,48.0,43.0,10.0,87143029.0
351,Arquata Scrivia,0.0,1034.0,554.0,1654.0,1231.0,76.0,54.0,19.0,102753178.0
352,Arquata del Tronto,0.0,314.0,139.0,240.0,94.0,11.0,6.0,0.0,12431250.0
353,Arquà Petrarca,0.0,351.0,171.0,441.0,295.0,31.0,33.0,20.0,32609598.0
354,Arquà Polesine,0.0,496.0,272.0,710.0,461.0,29.0,17.0,4.0,40145679.0
355,Arre,0.0,385.0,220.0,578.0,327.0,23.0,19.0,0.0,30660088.0
356,Arrone,0.0,577.0,253.0,570.0,400.0,13.0,18.0,0.0,33121029.0
357,Arsago Seprio,0.0,686.0,482.0,1307.0,841.0,66.0,48.0,17.0,76655094.0
358,Arsiero,0.0,532.0,304.0,904.0,523.0,26.0,26.0,12.0,48159331.0
359,Arsita,0.0,244.0,100.0,152.0,69.0,4.0,0.0,0.0,7876232.0
360,Arsiè,0.0,525.0,269.0,706.0,328.0,25.0,8.0,5.0,33959367.0
361,Arsoli,0.0,307.0,111.0,275.0,218.0,15.0,16.0,0.0,18239677.0
362,Arta Terme,0.0,410.0,254.0,542.0,349.0,18.0,14.0,4.0,30623486.0
363,Artegna,0.0,538.0,285.0,745.0,562.0,25.0,21.0,18.0,47552198.0
364,Artena,0.0,2694.0,1188.0,2563.0,1511.0,48.0,41.0,14.0,139053234.0
365,Artogne,0.0,700.0,358.0,940.0,472.0,26.0,13.0,9.0,47644185.0
366,Arvier,0.0,153.0,87.0,207.0,178.0,17.0,11.0,0.0,14183889.0
367,Arzachena,0.0,3532.0,1501.0,2378.0,1280.0,131.0,123.0,65.0,162765735.0
368,Arzago d'Adda,0.0,419.0,223.0,658.0,534.0,35.0,28.0,7.0,43000152.0
369,Arzana,0.0,484.0,258.0,579.0,200.0,12.0,4.0,0.0,24859318.0
370,Arzano,0.0,6068.0,2400.0,4402.0,2479.0,114.0,93.0,17.0,248685525.0
371,Arzergrande,0.0,919.0,487.0,1235.0,700.0,57.0,30.0,16.0,71524907.0
372,Arzignano,0.0,3808.0,2040.0,6638.0,4219.0,492.0,360.0,236.0,447214568.0
373,Ascea,0.0,1839.0,591.0,757.0,591.0,33.0,39.0,9.0,58099103.0
374,Asciano,0.0,1242.0,693.0,1807.0,1116.0,88.0,46.0,19.0,101757931.0
375,Ascoli Piceno,7.0,9491.0,4337.0,10823.0,8203.0,672.0,558.0,228.0,737466627.0
376,Ascoli Satriano,0.0,1673.0,804.0,1017.0,443.0,21.0,20.0,5.0,57135346.0
377,Ascrea,0.0,66.0,25.0,44.0,22.0,0.0,0.0,0.0,2247628.0
378,Asiago,0.0,1525.0,754.0,1539.0,916.0,107.0,75.0,30.0,98960111.0
379,Asigliano Veneto,0.0,172.0,95.0,193.0,127.0,6.0,4.0,4.0,11540102.0
380,Asigliano Vercellese,0.0,217.0,132.0,410.0,262.0,21.0,9.0,4.0,22846863.0
381,Asola,0.0,1663.0,948.0,2647.0,1462.0,107.0,109.0,50.0,150785499.0
382,Asolo,0.0,1559.0,843.0,2441.0,1269.0,139.0,85.0,88.0,157208703.0
383,Assago,0.0,1311.0,586.0,1619.0,2264.0,363.0,286.0,101.0,198441228.0
384,Assemini,0.0,5059.0,2242.0,5165.0,3358.0,183.0,102.0,28.0,295317964.0
385,Assisi,6.0,5529.0,3003.0,6479.0,3838.0,311.0,226.0,116.0,392335164.0
386,Asso,0.0,599.0,319.0,903.0,569.0,31.0,28.0,20.0,53058432.0
387,Assolo,0.0,106.0,33.0,56.0,29.0,0.0,0.0,0.0,3102618.0
388,Assoro,0.0,1227.0,598.0,729.0,318.0,15.0,12.0,0.0,39832248.0
389,Asti,4.0,12832.0,6351.0,18159.0,12498.0,1215.0,958.0,364.0,1177667384.0
390,Asuni,0.0,99.0,25.0,44.0,28.0,0.0,0.0,0.0,2618402.0
391,Ateleta,0.0,411.0,144.0,204.0,105.0,9.0,9.0,0.0,12330473.0
392,Atella,0.0,948.0,407.0,740.0,354.0,17.0,13.0,0.0,38354953.0
393,Atena Lucana,0.0,726.0,284.0,337.0,175.0,11.0,6.0,0.0,20892694.0
394,Atessa,0.0,2322.0,1154.0,2422.0,1199.0,66.0,44.0,27.0,164272330.0
395,Atina,0.0,1186.0,395.0,689.0,398.0,37.0,23.0,4.0,42378004.0
396,Atrani,0.0,217.0,99.0,121.0,76.0,7.0,4.0,0.0,8155249.0
397,Atri,0.0,2448.0,1250.0,2324.0,1138.0,70.0,59.0,13.0,123271013.0
398,Atripalda,0.0,2368.0,901.0,1644.0,1384.0,73.0,68.0,15.0,115366285.0
399,Attigliano,0.0,466.0,163.0,357.0,271.0,13.0,11.0,5.0,23801880.0
400,Attimis,0.0,303.0,202.0,504.0,258.0,18.0,12.0,0.0,25116859.0
401,Atzara,0.0,321.0,121.0,155.0,114.0,4.0,0.0,0.0,10042814.0
402,Augusta,0.0,6985.0,2371.0,5581.0,5368.0,516.0,285.0,70.0,437301780.0
403,Auletta,0.0,703.0,286.0,301.0,115.0,4.0,4.0,0.0,17202151.0
404,Aulla,0.0,2012.0,1034.0,2628.0,1713.0,114.0,62.0,26.0,151874152.0
405,Aurano,0.0,29.0,11.0,29.0,9.0,0.0,0.0,0.0,1099851.0
406,Aurigo,0.0,68.0,29.0,101.0,33.0,0.0,0.0,0.0,3758228.0
407,Auronzo di Cadore,0.0,755.0,396.0,905.0,501.0,41.0,31.0,8.0,53855033.0
408,Ausonia,0.0,638.0,206.0,439.0,208.0,14.0,10.0,0.0,22869956.0
409,Austis,0.0,204.0,94.0,171.0,58.0,0.0,0.0,0.0,7369344.0
410,Avegno,0.0,498.0,221.0,538.0,450.0,46.0,29.0,5.0,37861938.0
411,Avelengo/Hafling,0.0,164.0,85.0,238.0,174.0,16.0,15.0,7.0,16668323.0
412,Avella,0.0,1897.0,707.0,1000.0,712.0,34.0,30.0,6.0,68055946.0
413,Avellino,10.0,10282.0,3684.0,8286.0,9710.0,988.0,744.0,314.0,789836812.0
414,Averara,0.0,44.0,20.0,45.0,27.0,0.0,0.0,0.0,2274207.0
415,Aversa,0.0,9715.0,3242.0,6424.0,6199.0,608.0,508.0,142.0,538999193.0
416,Avetrana,0.0,2054.0,874.0,960.0,493.0,17.0,15.0,0.0,58567024.0
417,Avezzano,9.0,8469.0,3426.0,6879.0,6628.0,558.0,463.0,139.0,551406583.0
418,Aviano,0.0,1696.0,896.0,2402.0,1606.0,110.0,79.0,22.0,141732168.0
419,Aviatico,0.0,112.0,51.0,148.0,103.0,7.0,5.0,0.0,8412891.0
420,Avigliana,0.0,2012.0,979.0,2915.0,2364.0,272.0,176.0,84.0,212440523.0
421,Avigliano,0.0,2239.0,1009.0,2447.0,1207.0,48.0,41.0,9.0,121368976.0
422,Avigliano Umbro,0.0,483.0,265.0,553.0,302.0,25.0,16.0,4.0,31650148.0
423,Avio,0.0,833.0,398.0,1072.0,717.0,45.0,33.0,15.0,63237514.0
424,Avise,0.0,67.0,35.0,67.0,60.0,0.0,0.0,0.0,4204251.0
425,Avola,0.0,6782.0,2751.0,3693.0,3090.0,151.0,139.0,28.0,270606547.0
426,Avolasca,0.0,67.0,41.0,50.0,39.0,5.0,0.0,0.0,3415090.0
427,Ayas,0.0,340.0,188.0,267.0,222.0,30.0,21.0,13.0,23411687.0
428,Aymavilles,0.0,363.0,215.0,505.0,400.0,24.0,26.0,5.0,32962570.0
429,Azeglio,0.0,203.0,106.0,376.0,203.0,15.0,13.0,0.0,18936218.0
430,Azzanello,0.0,104.0,69.0,170.0,104.0,0.0,0.0,0.0,8270688.0
431,Azzano Decimo,0.0,2452.0,1351.0,4288.0,2712.0,232.0,169.0,75.0,253311112.0
432,Azzano Mella,0.0,532.0,305.0,864.0,569.0,43.0,21.0,17.0,51282045.0
433,Azzano San Paolo,0.0,1268.0,693.0,1779.0,1368.0,156.0,95.0,40.0,125977216.0
434,Azzano d'Asti,0.0,69.0,38.0,86.0,76.0,8.0,4.0,0.0,5963362.0
435,Azzate,0.0,714.0,386.0,1044.0,842.0,117.0,100.0,46.0,85625727.0
436,Azzio,0.0,128.0,69.0,171.0,119.0,16.0,4.0,0.0,10689038.0
437,Azzone,0.0,84.0,46.0,115.0,41.0,0.0,0.0,0.0,4650056.0
438,Baceno,0.0,194.0,98.0,229.0,172.0,10.0,7.0,0.0,13524754.0
439,Bacoli,0.0,5506.0,1750.0,3531.0,2854.0,201.0,155.0,40.0,251103755.0
440,Badalucco,0.0,250.0,140.0,214.0,133.0,9.0,0.0,0.0,12186710.0
441,Badesi,0.0,537.0,243.0,360.0,153.0,12.0,8.0,0.0,19231856.0
442,Badia Calavena,0.0,504.0,299.0,661.0,370.0,16.0,16.0,7.0,35762871.0
443,Badia Pavese,0.0,93.0,37.0,115.0,49.0,0.0,0.0,0.0,4939093.0
444,Badia Polesine,0.0,2131.0,1198.0,2693.0,1416.0,100.0,73.0,48.0,150769260.0
445,Badia Tedalda,0.0,256.0,147.0,258.0,100.0,9.0,5.0,0.0,12401511.0
446,Badia/Abtei,0.0,878.0,428.0,798.0,759.0,81.0,44.0,38.0,71218230.0
447,Badolato,0.0,1035.0,309.0,353.0,222.0,6.0,6.0,5.0,24995026.0
448,Bagaladi,0.0,316.0,111.0,187.0,63.0,0.0,0.0,0.0,8565046.0
449,Bagheria,0.0,11198.0,3804.0,5890.0,4505.0,307.0,236.0,58.0,420238076.0
450,Bagnacavallo,0.0,2711.0,2092.0,4642.0,2851.0,205.0,171.0,71.0,271216926.0
451,Bagnara Calabra,0.0,2227.0,738.0,1287.0,993.0,40.0,27.0,0.0,83538619.0
452,Bagnara di Romagna,0.0,373.0,255.0,680.0,405.0,38.0,15.0,11.0,41191514.0
453,Bagnaria,0.0,116.0,74.0,175.0,125.0,6.0,4.0,0.0,10177482.0
454,Bagnaria Arsa,0.0,619.0,334.0,933.0,658.0,37.0,28.0,7.0,54369664.0
455,Bagnasco,0.0,174.0,99.0,246.0,154.0,7.0,6.0,4.0,13837672.0
456,Bagnatica,0.0,684.0,380.0,1109.0,763.0,81.0,48.0,27.0,71660250.0
457,Bagni di Lucca,0.0,1428.0,679.0,1162.0,671.0,39.0,21.0,6.0,66191237.0
458,Bagno a Ripoli,0.0,4311.0,2442.0,5669.0,4776.0,645.0,531.0,307.0,497343612.0
459,Bagno di Romagna,0.0,1188.0,733.0,1643.0,782.0,57.0,39.0,25.0,85742819.0
460,Bagnoli Irpino,0.0,863.0,297.0,497.0,271.0,14.0,11.0,0.0,28057794.0
461,Bagnoli del Trigno,0.0,234.0,106.0,87.0,46.0,5.0,0.0,0.0,5923916.0
462,Bagnoli di Sopra,0.0,695.0,371.0,920.0,422.0,32.0,17.0,14.0,46566853.0
463,Bagnolo Cremasco,0.0,766.0,454.0,1432.0,835.0,59.0,35.0,15.0,76457436.0
464,Bagnolo Mella,0.0,2103.0,1181.0,3159.0,2037.0,159.0,103.0,56.0,189311808.0
465,Bagnolo Piemonte,0.0,1136.0,660.0,1501.0,732.0,68.0,40.0,31.0,82410531.0
466,Bagnolo San Vito,0.0,988.0,637.0,1527.0,954.0,59.0,51.0,23.0,87953446.0
467,Bagnolo del Salento,0.0,513.0,196.0,248.0,148.0,0.0,5.0,0.0,15196850.0
468,Bagnolo di Po,0.0,244.0,168.0,342.0,155.0,6.0,0.0,0.0,15822781.0
469,Bagnolo in Piano,0.0,1416.0,845.0,2468.0,1789.0,153.0,93.0,55.0,158004456.0
470,Bagnone,0.0,411.0,206.0,401.0,261.0,16.0,12.0,10.0,25261079.0
471,Bagnoregio,0.0,846.0,388.0,744.0,420.0,31.0,28.0,9.0,44077684.0
472,Bagolino,0.0,791.0,381.0,1026.0,649.0,37.0,20.0,10.0,56634678.0
473,Baia e Latina,0.0,612.0,193.0,275.0,202.0,4.0,0.0,0.0,17483818.0
474,Baiano,0.0,1060.0,345.0,708.0,530.0,30.0,21.0,9.0,46755458.0
475,Bairo,0.0,146.0,72.0,228.0,145.0,11.0,5.0,0.0,12496483.0
476,Baiso,0.0,555.0,339.0,786.0,669.0,57.0,24.0,18.0,56335657.0
477,Bajardo,0.0,106.0,47.0,49.0,24.0,0.0,0.0,0.0,2795476.0
478,Balangero,0.0,470.0,269.0,780.0,638.0,45.0,29.0,13.0,51813989.0
479,Baldichieri d'Asti,0.0,171.0,97.0,304.0,157.0,5.0,4.0,5.0,14864531.0
480,Baldissero Canavese,0.0,93.0,51.0,146.0,78.0,6.0,6.0,0.0,7476957.0
481,Baldissero Torinese,0.0,635.0,244.0,625.0,784.0,159.0,145.0,79.0,87645408.0
482,Baldissero d'Alba,0.0,197.0,119.0,280.0,175.0,14.0,11.0,5.0,17046716.0
483,Balestrate,0.0,1665.0,498.0,631.0,417.0,24.0,23.0,10.0,45399480.0
484,Balestrino,0.0,114.0,71.0,137.0,70.0,0.0,6.0,0.0,6973440.0
485,Ballabio,0.0,629.0,303.0,1028.0,806.0,77.0,53.0,32.0,70843030.0
486,Ballao,0.0,220.0,89.0,119.0,43.0,0.0,0.0,0.0,5893827.0
487,Balme,0.0,31.0,9.0,23.0,12.0,0.0,0.0,0.0,1118710.0
488,Balmuccia,0.0,21.0,17.0,32.0,14.0,0.0,0.0,0.0,1385897.0
489,Balocco,0.0,47.0,26.0,59.0,24.0,0.0,0.0,0.0,2530855.0
490,Balsorano,0.0,783.0,291.0,614.0,327.0,13.0,5.0,0.0,32035706.0
491,Balvano,0.0,543.0,199.0,249.0,154.0,4.0,0.0,7.0,16990681.0
492,Balzola,0.0,242.0,135.0,402.0,195.0,5.0,4.0,4.0,19266594.0
493,Banari,0.0,148.0,68.0,113.0,38.0,0.0,0.0,0.0,5038167.0
494,Banchette,0.0,523.0,278.0,833.0,608.0,40.0,25.0,6.0,49832323.0
495,Bannio Anzino,0.0,144.0,39.0,122.0,62.0,0.0,0.0,0.0,5752209.0
496,Banzi,0.0,355.0,139.0,268.0,112.0,0.0,0.0,0.0,12213574.0
497,Baone,0.0,548.0,291.0,714.0,605.0,61.0,53.0,26.0,55770428.0
498,Baradili,0.0,37.0,10.0,10.0,9.0,0.0,0.0,0.0,754386.0
499,Baragiano,0.0,643.0,288.0,415.0,248.0,18.0,8.0,0.0,24968491.0
500,Baranello,0.0,743.0,306.0,482.0,226.0,18.0,5.0,6.0,27266613.0
501,Barano d'Ischia,0.0,2782.0,897.0,1205.0,692.0,49.0,49.0,17.0,82341965.0
502,Baranzate,0.0,2127.0,1126.0,2670.0,1549.0,76.0,42.0,23.0,143881810.0
503,Barasso,0.0,274.0,132.0,375.0,292.0,36.0,51.0,35.0,35439451.0
504,Baratili San Pietro,0.0,341.0,113.0,202.0,108.0,0.0,0.0,0.0,10644005.0
505,Barbania,0.0,279.0,141.0,405.0,265.0,29.0,16.0,6.0,24916001.0
506,Barbara,0.0,217.0,184.0,381.0,169.0,12.0,14.0,0.0,18786871.0
507,Barbarano Mossano,0.0,1214.0,645.0,1748.0,910.0,76.0,42.0,23.0,92870733.0
508,Barbarano Romano,0.0,222.0,112.0,149.0,155.0,11.0,5.0,4.0,13154376.0
509,Barbaresco,0.0,151.0,76.0,123.0,84.0,11.0,12.0,9.0,11148703.0
510,Barbariga,0.0,444.0,253.0,605.0,321.0,9.0,13.0,9.0,32119479.0
511,Barbata,0.0,116.0,68.0,179.0,95.0,4.0,9.0,0.0,9279225.0
512,Barberino Tavarnelle,0.0,2240.0,1108.0,3165.0,1965.0,210.0,142.0,79.0,200262157.0
513,Barberino di Mugello,0.0,1801.0,1030.0,2920.0,1890.0,141.0,93.0,28.0,168923061.0
514,Barbianello,0.0,155.0,97.0,206.0,146.0,15.0,13.0,0.0,13363416.0
515,Barbiano/Barbian,0.0,339.0,149.0,392.0,386.0,30.0,22.0,9.0,30831694.0
516,Barbona,0.0,150.0,68.0,176.0,65.0,0.0,4.0,0.0,7556530.0
517,Barcellona Pozzo di Gotto,4.0,9551.0,3813.0,5736.0,4013.0,277.0,178.0,57.0,386670936.0
518,Barcis,0.0,51.0,38.0,74.0,31.0,0.0,0.0,0.0,3258527.0
519,Bard,0.0,22.0,18.0,21.0,18.0,0.0,0.0,0.0,1390710.0
520,Bardello,0.0,238.0,130.0,453.0,270.0,21.0,9.0,5.0,24504221.0
521,Bardi,0.0,719.0,287.0,467.0,279.0,19.0,10.0,12.0,30089571.0
522,Bardineto,0.0,199.0,94.0,177.0,88.0,5.0,0.0,0.0,8893306.0
523,Bardolino,0.0,1570.0,854.0,1482.0,1032.0,160.0,135.0,88.0,127873607.0
524,Bardonecchia,0.0,642.0,324.0,599.0,626.0,74.0,59.0,36.0,57787224.0
525,Bareggio,0.0,2485.0,1328.0,4184.0,3798.0,374.0,240.0,83.0,307304799.0
526,Barengo,0.0,109.0,72.0,218.0,164.0,11.0,4.0,0.0,12510309.0
527,Baressa,0.0,191.0,73.0,96.0,50.0,0.0,0.0,0.0,5379291.0
528,Barete,0.0,128.0,76.0,131.0,87.0,12.0,5.0,0.0,8378273.0
529,Barga,0.0,1826.0,892.0,2288.0,1742.0,134.0,77.0,34.0,148071899.0
530,Bargagli,0.0,456.0,229.0,599.0,481.0,23.0,8.0,0.0,35321185.0
531,Barge,0.0,1715.0,840.0,1890.0,808.0,61.0,54.0,32.0,99589203.0
532,Barghe,0.0,177.0,95.0,272.0,205.0,17.0,12.0,9.0,18707684.0
533,Bari,33.0,64993.0,25114.0,52355.0,47765.0,5989.0,5291.0,2038.0,4589926572.0
534,Bari Sardo,0.0,960.0,460.0,728.0,432.0,15.0,12.0,0.0,41101432.0
535,Bariano,0.0,620.0,358.0,1107.0,774.0,48.0,25.0,10.0,64415777.0
536,Baricella,0.0,1073.0,743.0,2055.0,1253.0,93.0,40.0,15.0,110565896.0
537,Barile,0.0,675.0,274.0,485.0,311.0,16.0,5.0,5.0,29668862.0
538,Barisciano,0.0,406.0,182.0,394.0,245.0,11.0,8.0,0.0,21658847.0
539,Barlassina,0.0,1150.0,572.0,1676.0,1226.0,160.0,109.0,42.0,118639794.0
540,Barletta,11.0,24106.0,8008.0,13522.0,8002.0,672.0,570.0,203.0,875679688.0
541,Barni,0.0,111.0,45.0,153.0,79.0,4.0,4.0,0.0,7342527.0
542,Barolo,0.0,154.0,69.0,149.0,106.0,15.0,11.0,8.0,11701216.0
543,Barone Canavese,0.0,106.0,62.0,153.0,93.0,9.0,7.0,0.0,8853866.0
544,Baronissi,0.0,3567.0,1402.0,2491.0,1971.0,145.0,123.0,34.0,178252639.0
545,Barrafranca,0.0,3209.0,1372.0,1422.0,737.0,36.0,24.0,8.0,88976124.0
546,Barrali,0.0,244.0,110.0,227.0,78.0,4.0,0.0,0.0,9798060.0
547,Barrea,0.0,218.0,88.0,131.0,61.0,4.0,5.0,0.0,7357560.0
548,Barumini,0.0,289.0,155.0,228.0,130.0,6.0,0.0,0.0,12487632.0
549,Barzago,0.0,358.0,182.0,650.0,451.0,39.0,29.0,12.0,40405709.0
550,Barzana,0.0,295.0,167.0,506.0,345.0,30.0,22.0,10.0,31092220.0
551,Barzanò,0.0,754.0,378.0,1261.0,979.0,117.0,82.0,63.0,96337881.0
552,Barzio,0.0,269.0,122.0,304.0,227.0,21.0,22.0,11.0,22393476.0
553,Basaluzzo,0.0,329.0,162.0,521.0,422.0,21.0,13.0,10.0,33553937.0
554,Bascapè,0.0,267.0,156.0,483.0,302.0,25.0,14.0,0.0,26123194.0
555,Baschi,0.0,606.0,317.0,575.0,321.0,20.0,27.0,10.0,34222173.0
556,Basciano,0.0,505.0,276.0,584.0,235.0,7.0,11.0,0.0,26604714.0
557,Baselga di Pinè,0.0,1007.0,490.0,1386.0,967.0,85.0,49.0,31.0,87284194.0
558,Baselice,0.0,832.0,306.0,241.0,102.0,4.0,0.0,0.0,16175398.0
559,Basiano,0.0,551.0,268.0,897.0,799.0,63.0,40.0,13.0,62243682.0
560,Basicò,0.0,186.0,83.0,64.0,28.0,4.0,0.0,0.0,4352488.0
561,Basiglio,5.0,1150.0,440.0,941.0,1569.0,529.0,439.0,376.0,267066438.0
562,Basiliano,0.0,900.0,537.0,1350.0,968.0,58.0,36.0,23.0,82056296.0
563,Bassano Bresciano,0.0,343.0,212.0,671.0,345.0,29.0,19.0,10.0,35222356.0
564,Bassano Romano,0.0,1015.0,358.0,813.0,699.0,42.0,29.0,9.0,57016069.0
565,Bassano del Grappa,12.0,7685.0,3769.0,9977.0,7011.0,873.0,735.0,486.0,768453737.0
566,Bassano in Teverina,0.0,284.0,152.0,206.0,174.0,12.0,6.0,0.0,14755376.0
567,Bassiano,0.0,399.0,172.0,306.0,168.0,5.0,0.0,0.0,16213471.0
568,Bassignana,0.0,326.0,205.0,426.0,199.0,9.0,13.0,9.0,23033172.0
569,Bastia Mondovì,0.0,132.0,82.0,143.0,70.0,7.0,0.0,0.0,7343111.0
570,Bastia Umbra,5.0,3867.0,2288.0,5320.0,2865.0,242.0,150.0,72.0,294468659.0
571,Bastida Pancarana,0.0,129.0,94.0,276.0,163.0,10.0,13.0,0.0,14827886.0
572,Bastiglia,0.0,577.0,374.0,1092.0,787.0,61.0,46.0,15.0,69067427.0
573,Battaglia Terme,0.0,723.0,360.0,1045.0,614.0,49.0,37.0,8.0,57839732.0
574,Battifollo,0.0,60.0,23.0,74.0,24.0,0.0,0.0,0.0,2890739.0
575,Battipaglia,6.0,11565.0,4855.0,7768.0,5380.0,375.0,292.0,118.0,528199083.0
576,Battuda,0.0,103.0,61.0,154.0,122.0,12.0,8.0,0.0,9981556.0
577,Baucina,0.0,623.0,156.0,222.0,112.0,10.0,0.0,0.0,13518842.0
578,Bauladu,0.0,172.0,56.0,113.0,62.0,0.0,0.0,0.0,5846024.0
579,Baunei,0.0,947.0,468.0,648.0,288.0,12.0,7.0,0.0,34501758.0
580,Baveno,0.0,1012.0,492.0,1145.0,740.0,81.0,55.0,32.0,76412525.0
581,Bedero Valcuvia,0.0,134.0,47.0,144.0,97.0,5.0,10.0,0.0,8930952.0
